"id_notes";"libelle_notes";"type_notes";"idtype_notes";"idclasse_notes";"idmat_notes";"idprof_notes";"ideleve_notes";"codeEtab_notes";"valeur_notes";"obser_notes";"session_notes";"typesess_notes";"date_notes";"niveau_notes";"cycle_notes";"sousmatiere_notes";"statut_notes";"coef_notes";"notecoef_notes";"nc_notes";"studentmat_notes";"code_notes";"matricule_notes"
"118";"interro3";"1";"35";"22";"14";"1750";"1580";"000279";"8";"Faible";"2020-2021";"1";"2021-02-01 07:32:21";"SIXIEME";"1ER CYCLE";"0";"0";"1";"8";"0";\N;\N;\N
"119";"interro3";"1";"35";"22";"14";"1750";"1595";"000279";"16";"Bien";"2020-2021";"1";"2021-02-01 07:32:21";"SIXIEME";"1ER CYCLE";"0";"0";"1";"16";"0";\N;\N;\N
"120";"interro3";"1";"35";"22";"14";"1750";"1610";"000279";"6";"Faible";"2020-2021";"1";"2021-02-01 07:32:22";"SIXIEME";"1ER CYCLE";"0";"0";"1";"6";"0";\N;\N;\N
"121";"interro3";"1";"35";"22";"14";"1750";"1601";"000279";"12";"Passable";"2020-2021";"1";"2021-02-01 07:32:22";"SIXIEME";"1ER CYCLE";"0";"0";"1";"12";"0";\N;\N;\N
"122";"interro3";"1";"35";"22";"14";"1750";"1604";"000279";"18";"Excellent";"2020-2021";"1";"2021-02-01 07:32:22";"SIXIEME";"1ER CYCLE";"0";"0";"1";"18";"0";\N;\N;\N
"123";"interro3";"1";"35";"22";"14";"1750";"1590";"000279";"10";"Passable";"2020-2021";"1";"2021-02-01 07:32:22";"SIXIEME";"1ER CYCLE";"0";"0";"1";"10";"0";\N;\N;\N
"124";"interro3";"1";"35";"22";"14";"1750";"1629";"000279";"12";"Passable";"2020-2021";"1";"2021-02-01 07:32:22";"SIXIEME";"1ER CYCLE";"0";"0";"1";"12";"0";\N;\N;\N
"125";"devoir1";"1";"36";"22";"14";"1750";"1472";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"126";"devoir1";"1";"36";"22";"14";"1750";"1501";"000279";"13";"Passable";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"26";"0";\N;\N;\N
"127";"devoir1";"1";"36";"22";"14";"1750";"1480";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"128";"devoir1";"1";"36";"22";"14";"1750";"1483";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"129";"devoir1";"1";"36";"22";"14";"1750";"1486";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"130";"devoir1";"1";"36";"22";"14";"1750";"1492";"000279";"14";"Bien";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"28";"0";\N;\N;\N
"131";"devoir1";"1";"36";"22";"14";"1750";"1630";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"132";"devoir1";"1";"36";"22";"14";"1750";"1498";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"133";"devoir1";"1";"36";"22";"14";"1750";"1507";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"134";"devoir1";"1";"36";"22";"14";"1750";"1514";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"135";"devoir1";"1";"36";"22";"14";"1750";"1833";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"136";"devoir1";"1";"36";"22";"14";"1750";"1521";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"137";"devoir1";"1";"36";"22";"14";"1750";"1520";"000279";"16";"Bien";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"32";"0";\N;\N;\N
"138";"devoir1";"1";"36";"22";"14";"1750";"1527";"000279";"6";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"12";"0";\N;\N;\N
"139";"devoir1";"1";"36";"22";"14";"1750";"1530";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"140";"devoir1";"1";"36";"22";"14";"1750";"1836";"000279";"13";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"26";"0";\N;\N;\N
"141";"devoir1";"1";"36";"22";"14";"1750";"1589";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"142";"devoir1";"1";"36";"22";"14";"1750";"1536";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"143";"devoir1";"1";"36";"22";"14";"1750";"1539";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"144";"devoir1";"1";"36";"22";"14";"1750";"1842";"000279";"6";"Faible";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"12";"0";\N;\N;\N
"145";"devoir1";"1";"36";"22";"14";"1750";"1548";"000279";"13";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"26";"0";\N;\N;\N
"146";"devoir1";"1";"36";"22";"14";"1750";"1545";"000279";"16";"Bien";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"32";"0";\N;\N;\N
"147";"devoir1";"1";"36";"22";"14";"1750";"1557";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"148";"devoir1";"1";"36";"22";"14";"1750";"1562";"000279";"7";"Faible";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"14";"0";\N;\N;\N
"149";"devoir1";"1";"36";"22";"14";"1750";"1568";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"150";"devoir1";"1";"36";"22";"14";"1750";"1565";"000279";"17";"Bien";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"34";"0";\N;\N;\N
"151";"devoir1";"1";"36";"22";"14";"1750";"1571";"000279";"16";"Bien";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"32";"0";\N;\N;\N
"152";"devoir1";"1";"36";"22";"14";"1750";"1583";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"153";"devoir1";"1";"36";"22";"14";"1750";"1577";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"154";"devoir1";"1";"36";"22";"14";"1750";"1580";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"155";"devoir1";"1";"36";"22";"14";"1750";"1595";"000279";"16";"Bien";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"32";"0";\N;\N;\N
"156";"devoir1";"1";"36";"22";"14";"1750";"1610";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"157";"devoir1";"1";"36";"22";"14";"1750";"1616";"000279";"16";"Bien";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"32";"0";\N;\N;\N
"158";"devoir1";"1";"36";"22";"14";"1750";"1601";"000279";"13";"Passable";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"26";"0";\N;\N;\N
"159";"devoir1";"1";"36";"22";"14";"1750";"1604";"000279";"19";"Excellent";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"38";"0";\N;\N;\N
"160";"devoir1";"1";"36";"22";"14";"1750";"1590";"000279";"17";"Bien";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"34";"0";\N;\N;\N
"161";"devoir1";"1";"36";"22";"14";"1750";"1629";"000279";"15";"Bien";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"30";"0";\N;\N;\N
"162";"devoir2";"1";"37";"22";"14";"1750";"1472";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"163";"devoir2";"1";"37";"22";"14";"1750";"1501";"000279";"13";"Passable";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"26";"0";\N;\N;\N
"164";"devoir2";"1";"37";"22";"14";"1750";"1480";"000279";"6";"Faible";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"12";"0";\N;\N;\N
"165";"devoir2";"1";"37";"22";"14";"1750";"1483";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"166";"devoir2";"1";"37";"22";"14";"1750";"1486";"000279";"13";"Passable";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"26";"0";\N;\N;\N
"167";"devoir2";"1";"37";"22";"14";"1750";"1492";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"168";"devoir2";"1";"37";"22";"14";"1750";"1630";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"169";"devoir2";"1";"37";"22";"14";"1750";"1498";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"170";"devoir2";"1";"37";"22";"14";"1750";"1507";"000279";"16";"Bien";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"32";"0";\N;\N;\N
"171";"devoir2";"1";"37";"22";"14";"1750";"1514";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"172";"devoir2";"1";"37";"22";"14";"1750";"1833";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"173";"devoir2";"1";"37";"22";"14";"1750";"1521";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"174";"devoir2";"1";"37";"22";"14";"1750";"1520";"000279";"3";"Mauvais";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"6";"0";\N;\N;\N
"175";"devoir2";"1";"37";"22";"14";"1750";"1527";"000279";"6";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"12";"0";\N;\N;\N
"176";"devoir2";"1";"37";"22";"14";"1750";"1530";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"177";"devoir2";"1";"37";"22";"14";"1750";"1836";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"178";"devoir2";"1";"37";"22";"14";"1750";"1589";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"179";"devoir2";"1";"37";"22";"14";"1750";"1536";"000279";"7";"Faible";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"14";"0";\N;\N;\N
"180";"devoir2";"1";"37";"22";"14";"1750";"1539";"000279";"4";"Mauvais";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"8";"0";\N;\N;\N
"181";"devoir2";"1";"37";"22";"14";"1750";"1545";"000279";"20";"Excellent";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"40";"0";\N;\N;\N
"182";"devoir2";"1";"37";"22";"14";"1750";"1842";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"183";"devoir2";"1";"37";"22";"14";"1750";"1548";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"184";"devoir2";"1";"37";"22";"14";"1750";"1557";"000279";"20";"Excellent";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"40";"0";\N;\N;\N
"185";"devoir2";"1";"37";"22";"14";"1750";"1562";"000279";"4";"Mauvais";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"8";"0";\N;\N;\N
"186";"devoir2";"1";"37";"22";"14";"1750";"1568";"000279";"15";"Bien";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"30";"0";\N;\N;\N
"187";"devoir2";"1";"37";"22";"14";"1750";"1565";"000279";"13";"Passable";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"26";"0";\N;\N;\N
"188";"devoir2";"1";"37";"22";"14";"1750";"1571";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"189";"devoir2";"1";"37";"22";"14";"1750";"1583";"000279";"16";"Bien";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"32";"0";\N;\N;\N
"190";"devoir2";"1";"37";"22";"14";"1750";"1577";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"191";"devoir2";"1";"37";"22";"14";"1750";"1580";"000279";"16";"Bien";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"32";"0";\N;\N;\N
"192";"devoir2";"1";"37";"22";"14";"1750";"1595";"000279";"20";"Excellent";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"40";"0";\N;\N;\N
"193";"devoir2";"1";"37";"22";"14";"1750";"1610";"000279";"3";"Mauvais";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"6";"0";\N;\N;\N
"194";"devoir2";"1";"37";"22";"14";"1750";"1616";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"195";"devoir2";"1";"37";"22";"14";"1750";"1601";"000279";"7";"Faible";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"14";"0";\N;\N;\N
"196";"devoir2";"1";"37";"22";"14";"1750";"1604";"000279";"17";"Bien";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"34";"0";\N;\N;\N
"197";"devoir2";"1";"37";"22";"14";"1750";"1590";"000279";"13";"Passable";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"26";"0";\N;\N;\N
"198";"devoir2";"1";"37";"22";"14";"1750";"1629";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"199";"devoir3";"1";"38";"22";"14";"1750";"1472";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"200";"devoir3";"1";"38";"22";"14";"1750";"1501";"000279";"7";"Faible";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"14";"0";\N;\N;\N
"201";"devoir3";"1";"38";"22";"14";"1750";"1480";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"202";"devoir3";"1";"38";"22";"14";"1750";"1483";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"203";"devoir3";"1";"38";"22";"14";"1750";"1486";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:01";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"204";"devoir3";"1";"38";"22";"14";"1750";"1492";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"205";"devoir3";"1";"38";"22";"14";"1750";"1630";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"206";"devoir3";"1";"38";"22";"14";"1750";"1498";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"207";"devoir3";"1";"38";"22";"14";"1750";"1507";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"208";"devoir3";"1";"38";"22";"14";"1750";"1514";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"209";"devoir3";"1";"38";"22";"14";"1750";"1833";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"210";"devoir3";"1";"38";"22";"14";"1750";"1521";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"211";"devoir3";"1";"38";"22";"14";"1750";"1520";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"212";"devoir3";"1";"38";"22";"14";"1750";"1527";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:02";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"213";"devoir3";"1";"38";"22";"14";"1750";"1530";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"214";"devoir3";"1";"38";"22";"14";"1750";"1836";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"215";"devoir3";"1";"38";"22";"14";"1750";"1589";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"216";"devoir3";"1";"38";"22";"14";"1750";"1536";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"217";"devoir3";"1";"38";"22";"14";"1750";"1539";"000279";"3";"Mauvais";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"6";"0";\N;\N;\N
"218";"devoir3";"1";"38";"22";"14";"1750";"1545";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"219";"devoir3";"1";"38";"22";"14";"1750";"1842";"000279";"7";"Faible";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"14";"0";\N;\N;\N
"220";"devoir3";"1";"38";"22";"14";"1750";"1548";"000279";"7";"Faible";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"14";"0";\N;\N;\N
"221";"devoir3";"1";"38";"22";"14";"1750";"1557";"000279";"13";"Passable";"2020-2021";"1";"2021-01-30 22:37:03";"SIXIEME";"1ER CYCLE";"0";"0";"2";"26";"0";\N;\N;\N
"222";"devoir3";"1";"38";"22";"14";"1750";"1562";"000279";"6";"Faible";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"12";"0";\N;\N;\N
"223";"devoir3";"1";"38";"22";"14";"1750";"1568";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"224";"devoir3";"1";"38";"22";"14";"1750";"1565";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"225";"devoir3";"1";"38";"22";"14";"1750";"1571";"000279";"17";"Bien";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"34";"0";\N;\N;\N
"226";"devoir3";"1";"38";"22";"14";"1750";"1583";"000279";"6";"Faible";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"12";"0";\N;\N;\N
"227";"devoir3";"1";"38";"22";"14";"1750";"1577";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"228";"devoir3";"1";"38";"22";"14";"1750";"1580";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"229";"devoir3";"1";"38";"22";"14";"1750";"1595";"000279";"14";"Bien";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"28";"0";\N;\N;\N
"230";"devoir3";"1";"38";"22";"14";"1750";"1610";"000279";"6";"Faible";"2020-2021";"1";"2021-01-30 22:37:04";"SIXIEME";"1ER CYCLE";"0";"0";"2";"12";"0";\N;\N;\N
"231";"devoir3";"1";"38";"22";"14";"1750";"1601";"000279";"9";"Faible";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"18";"0";\N;\N;\N
"232";"devoir3";"1";"38";"22";"14";"1750";"1604";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"233";"devoir3";"1";"38";"22";"14";"1750";"1590";"000279";"14";"Bien";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"28";"0";\N;\N;\N
"234";"devoir3";"1";"38";"22";"14";"1750";"1629";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:37:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"235";"synth̬se";"1";"39";"22";"14";"1750";"1472";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"236";"synth̬se";"1";"39";"22";"14";"1750";"1501";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"237";"synth̬se";"1";"39";"22";"14";"1750";"1480";"000279";"10";"Passable";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"20";"0";\N;\N;\N
"238";"synth̬se";"1";"39";"22";"14";"1750";"1483";"000279";"16";"Bien";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"32";"0";\N;\N;\N
"239";"synth̬se";"1";"39";"22";"14";"1750";"1486";"000279";"8";"Faible";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"16";"0";\N;\N;\N
"240";"synth̬se";"1";"39";"22";"14";"1750";"1492";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"241";"synth̬se";"1";"39";"22";"14";"1750";"1630";"000279";"11";"Passable";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"22";"0";\N;\N;\N
"242";"synth̬se";"1";"39";"22";"14";"1750";"1498";"000279";"17";"Bien";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"34";"0";\N;\N;\N
"243";"synth̬se";"1";"39";"22";"14";"1750";"1507";"000279";"12";"Passable";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"24";"0";\N;\N;\N
"244";"synth̬se";"1";"39";"22";"14";"1750";"1514";"000279";"15";"Bien";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"30";"0";\N;\N;\N
"245";"synth̬se";"1";"39";"22";"14";"1750";"1833";"000279";"13";"Passable";"2020-2021";"1";"2021-01-30 22:32:05";"SIXIEME";"1ER CYCLE";"0";"0";"2";"26";"0";\N;\N;\N
