65949;EVALUATION 1;1;3600;29;342;1760;1246;279;18;Excellent;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;1;18;0;\N;\N;\N
65950;EVALUATION 2;1;3601;29;342;1760;1246;279;20;Excellent;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;1;20;0;\N;\N;\N
65951;EVALUATION 3;1;3602;29;342;1760;1246;279;13;Assez-bien;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;1;13;0;\N;\N;\N
65952;EVALUATION 4;1;3603;29;342;1760;1246;279;16;Tr?s Bien;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;1;16;0;\N;\N;\N
65953;EVALUATION 5;1;3604;29;342;1760;1246;279;12;Assez-bien;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;2;24;0;\N;\N;\N
65954;EVALUATION 6;1;3605;29;342;1760;1246;279;0; ;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;1;0;1;\N;\N;\N
65955;EVALUATION 7;1;3606;29;342;1760;1246;279;0; ;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;1;0;1;\N;\N;\N
65956;EVALUATION 8;1;3607;29;342;1760;1246;279;0; ;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;1;0;1;\N;\N;\N
65957;EVALUATION 9;1;3608;29;342;1760;1246;279;0; ;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;1;0;1;\N;\N;\N
65958;EVALUATION 10;1;3609;29;342;1760;1246;279;0; ;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;1;0;1;\N;\N;\N
65959;EVALUATION 1;1;3600;29;342;1760;1113;279;12;Assez-bien;2021-2022;3;22/11/2021 13:19;CINQUIEME;1ER CYCLE;0;0;1;12;0;\N;\N;\N
