29574;EVALUATION 1;1;1120;9;206;1761;864;279;11,5;Passable;2020-2021;2;23/03/2021 06:11;PREMIERE;2ND CYCLE;0;0;1;11,5;0;\N;\N;\N
29575;EVALUATION 2;1;1121;9;206;1761;864;279;11;Moyen;2020-2021;2;20/04/2021 07:56;PREMIERE;2ND CYCLE;0;0;2;22;0;\N;\N;\N
29576;EVALUATION 1;1;1120;9;206;1761;859;279;14;Bien;2020-2021;2;23/03/2021 06:11;PREMIERE;2ND CYCLE;0;0;1;14;0;\N;\N;\N
29577;EVALUATION 1;1;1120;9;206;1761;856;279;19,5;Excellent;2020-2021;2;23/03/2021 06:11;PREMIERE;2ND CYCLE;0;0;1;19,5;0;\N;\N;\N
29578;EVALUATION 1;1;1120;9;206;1761;851;279;14;Bien;2020-2021;2;23/03/2021 06:11;PREMIERE;2ND CYCLE;0;0;1;14;0;\N;\N;\N
29579;EVALUATION 1;1;1120;9;206;1761;846;279;19;Excellent;2020-2021;2;23/03/2021 06:11;PREMIERE;2ND CYCLE;0;0;1;19;0;\N;\N;\N
29580;EVALUATION 1;1;1120;9;206;1761;840;279;18,5;Excellent;2020-2021;2;23/03/2021 06:11;PREMIERE;2ND CYCLE;0;0;1;18,5;0;\N;\N;\N
29581;EVALUATION 1;1;1120;9;206;1761;837;279;18;Excellent;2020-2021;2;23/03/2021 06:11;PREMIERE;2ND CYCLE;0;0;1;18;0;\N;\N;\N
29722;EVALUATION 1;1;1280;11;205;1761;1028;279;16;Tr?s Bien;2020-2021;2;30/04/2021 03:08;PREMIERE;2ND CYCLE;0;0;1;16;0;\N;\N;\N
29723;EVALUATION 2;1;1281;11;205;1761;1028;279;18;Excellent;2020-2021;2;30/04/2021 03:08;PREMIERE;2ND CYCLE;0;0;1;18;0;\N;\N;\N
30365;EVALUATION 1;1;1340;9;217;1735;859;279;10;Passable;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;10;0;\N;\N;\N
30366;EVALUATION 1;1;1340;9;217;1735;856;279;13;Assez-bien;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;13;0;\N;\N;\N
30367;EVALUATION 1;1;1340;9;217;1735;851;279;8;Faible;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;8;0;\N;\N;\N
30368;EVALUATION 1;1;1340;9;217;1735;846;279;11;Passable;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;11;0;\N;\N;\N
30369;EVALUATION 1;1;1340;9;217;1735;840;279;11;Passable;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;11;0;\N;\N;\N
30370;EVALUATION 1;1;1340;9;217;1735;837;279;14;Bien;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;14;0;\N;\N;\N
30372;EVALUATION 2;1;1341;9;217;1735;859;279;8;Faible;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;8;0;\N;\N;\N
30373;EVALUATION 2;1;1341;9;217;1735;856;279;12;Passable;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;12;0;\N;\N;\N
30374;EVALUATION 2;1;1341;9;217;1735;851;279;9;Insuffisant;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;9;0;\N;\N;\N
30375;EVALUATION 2;1;1341;9;217;1735;846;279;10;Passable;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;10;0;\N;\N;\N
30376;EVALUATION 2;1;1341;9;217;1735;840;279;11;Passable;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;11;0;\N;\N;\N
30377;EVALUATION 2;1;1341;9;217;1735;837;279;10;Passable;2020-2021;2;16/04/2021 07:05;PREMIERE;2ND CYCLE;0;0;1;10;0;\N;\N;\N
30378;EVALUATION 3;1;1342;9;217;1735;864;279;6;Tr?s faible;2020-2021;2;16/04/2021 07:22;PREMIERE;2ND CYCLE;0;0;2;12;0;\N;\N;\N
30379;EVALUATION 3;1;1342;9;217;1735;859;279;10;Passable;2020-2021;2;16/04/2021 07:22;PREMIERE;2ND CYCLE;0;0;2;20;0;\N;\N;\N
30380;EVALUATION 3;1;1342;9;217;1735;856;279;12;Passable;2020-2021;2;16/04/2021 07:22;PREMIERE;2ND CYCLE;0;0;2;24;0;\N;\N;\N
30381;EVALUATION 3;1;1342;9;217;1735;851;279;8;Faible;2020-2021;2;16/04/2021 07:22;PREMIERE;2ND CYCLE;0;0;2;16;0;\N;\N;\N
30382;EVALUATION 3;1;1342;9;217;1735;846;279;10;Passable;2020-2021;2;16/04/2021 07:22;PREMIERE;2ND CYCLE;0;0;2;20;0;\N;\N;\N
30383;EVALUATION 3;1;1342;9;217;1735;840;279;8;Faible;2020-2021;2;16/04/2021 07:22;PREMIERE;2ND CYCLE;0;0;2;16;0;\N;\N;\N
30384;EVALUATION 3;1;1342;9;217;1735;837;279;11;Passable;2020-2021;2;16/04/2021 07:22;PREMIERE;2ND CYCLE;0;0;2;22;0;\N;\N;\N
30385;EVALUATION 1;1;1360;10;218;1735;1023;279;5;M?diocre;2020-2021;2;16/04/2021 07:24;PREMIERE;2ND CYCLE;0;0;2;10;0;\N;\N;\N
