"id_notes";"libelle_notes";"type_notes";"idtype_notes";"idclasse_notes";"idmat_notes";"idprof_notes";"ideleve_notes";"codeEtab_notes";"valeur_notes";"obser_notes";"session_notes";"typesess_notes";"date_notes";"niveau_notes";"cycle_notes";"sousmatiere_notes";"statut_notes";"coef_notes";"notecoef_notes";"nc_notes";"studentmat_notes";"code_notes";"matricule_notes"
"2170";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1164";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2171";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1157";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2172";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1213";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2173";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1285";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2174";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1154";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2175";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1279";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2176";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1148";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2177";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1273";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2178";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1267";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2179";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1261";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2180";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1088";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2181";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1145";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2182";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1138";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2183";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1258";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2184";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1084";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2185";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1252";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:18";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2186";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1774";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:19";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2187";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1135";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:19";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2188";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1129";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:19";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2189";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1730";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:19";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2190";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1126";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:19";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2191";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1120";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:19";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2192";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1249";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:20";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2193";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1117";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:20";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2194";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1111";"000279";"15";"Bien";"2020-2021";"1";"2021-01-23 08:51:20";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
"2195";"Interrogation Ecrite 1";"1";"234";"16";"69";"1735";"1081";"000279";"16";"Bien";"2020-2021";"1";"2021-01-23 08:51:20";"SIXIEME";"1ER CYCLE";"30";"0";"0";"0";"0";\N;\N;\N
