920;interro1;1;177;1;120;1757;1818;279;16;Bien;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;16;0;\N;\N;\N
921;interro1;1;177;1;120;1757;1819;279;16;Bien;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;16;0;\N;\N;\N
922;interro1;1;177;1;120;1757;228;279;14;Bien;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;14;0;\N;\N;\N
923;interro1;1;177;1;120;1757;234;279;18;Excellent;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;18;0;\N;\N;\N
924;interro1;1;177;1;120;1757;243;279;18;Excellent;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;18;0;\N;\N;\N
925;interro1;1;177;1;120;1757;252;279;18;Excellent;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;18;0;\N;\N;\N
926;interro1;1;177;1;120;1757;258;279;18;Excellent;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;18;0;\N;\N;\N
927;interro1;1;177;1;120;1757;266;279;18;Excellent;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;18;0;\N;\N;\N
928;interro1;1;177;1;120;1757;272;279;16;Bien;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;16;0;\N;\N;\N
929;interro1;1;177;1;120;1757;278;279;20;Excellent;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;20;0;\N;\N;\N
930;interro1;1;177;1;120;1757;1336;279;10;Passable;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;10;0;\N;\N;\N
931;interro1;1;177;1;120;1757;1306;279;14;Bien;2020-2021;1;30/01/2021 23:01;SIXIEME;1ER CYCLE;0;0;1;14;0;\N;\N;\N
