28630;EVALUATION 1;1;1050;15;124;1759;1255;279;13;Assez-bien;2020-2021;2;19/03/2021 04:46;SIXIEME;1ER CYCLE;0;0;1;13;0;\N;\N;\N
28631;interro 1;1;1051;15;124;1759;1255;279;19,5;Excellent;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;19,5;0;\N;\N;\N
28632;EVALUATION 1;1;1050;15;124;1759;1108;279;5;M?diocre;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;5;0;\N;\N;\N
28633;interro 1;1;1051;15;124;1759;1108;279;2;M?diocre;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;2;0;\N;\N;\N
28634;EVALUATION 1;1;1050;15;124;1759;1246;279;14,5;Bien;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;14,5;0;\N;\N;\N
28635;interro 1;1;1051;15;124;1759;1246;279;16;Tr?s Bien;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;16;0;\N;\N;\N
28636;EVALUATION 1;1;1050;15;124;1759;1113;279;7,5;Faible;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;7,5;0;\N;\N;\N
28637;interro 1;1;1051;15;124;1759;1113;279;18;Excellent;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;18;0;\N;\N;\N
28638;EVALUATION 1;1;1050;15;124;1759;1123;279;12,5;Assez-bien;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;12,5;0;\N;\N;\N
28639;interro 1;1;1051;15;124;1759;1123;279;8;Faible;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;8;0;\N;\N;\N
28640;EVALUATION 1;1;1050;15;124;1759;1132;279;12,5;Assez-bien;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;12,5;0;\N;\N;\N
28641;interro 1;1;1051;15;124;1759;1132;279;14,5;Bien;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;14,5;0;\N;\N;\N
28642;EVALUATION 1;1;1050;15;124;1759;1142;279;12,5;Assez-bien;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;12,5;0;\N;\N;\N
28643;interro 1;1;1051;15;124;1759;1142;279;15;Bien;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;15;0;\N;\N;\N
28644;EVALUATION 1;1;1050;15;124;1759;1167;279;15,5;Tr?s Bien;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;15,5;0;\N;\N;\N
28645;interro 1;1;1051;15;124;1759;1167;279;19;Excellent;2020-2021;2;16/04/2021 05:30;SIXIEME;1ER CYCLE;0;0;1;19;0;\N;\N;\N
